id,company,logo,description,site,address,size,phone,email
1328,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ NINJA,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-va-cong-nghe-ninja-62a19e0d170d8.jpg,"Phần mềm Ninja là đơn vị cung cấp các Giải pháp công nghệ, Hệ thống Phần mềm Marketing hàng đầu tại Việt Nam Sản phẩm của chúng tôi mang đến sự tiện lợi cho khách hàng doanh nghiệp, cá nhân có hoạt động kinh doanh thương mại điện tử, Với hơn 10 năm kinh nghiệm phát triển, Phần mềm Ninja đã khẳng định được vị trí, uy tín của mình trên thị trường Ninja không ngừng nỗ lực xây dựng đội ngũ chuyên gia trình độ cao có nhiều năm kinh nghiệm và am hiểu sâu sắc về công nghệ cũng như Giải pháp Phần mềm Đến nay, Ninja đã có gần gần 100 nhân viên, 1800 đối tác tại 64 tỉnh thành và hàng chục đối tác nước ngoài Chúng tôi xây dựng được đội ngũ nhân sự đông đảo, kết hợp giữa nhân sự dày dặn kinh nghiệm và năng động, dồi dào khả năng sáng tạo Tại Ninja quy trình vận hành được thiết lập bài bản, chuyên nghiệp, đảm bảo cung cấp cho khách hàng dịch vụ tận tâm, chu đáo và cam kết đồng hành lâu dài, Vì thế, chúng tôi tự hào là một trong số ít các đơn vị sáng tạo, xây dựng và phát triển Hệ thống Phần mềm Marketing  công cụ hỗ trợ hoạt động kinh doanh online hiệu quả Trên thực tế, Phần mềm Ninja đã triển khai thành công nhiều dự án công nghệ với hơn 30 sản phẩm hoàn hảo phục vụ viral, marketing như Phần mềm Ninja Care, Ninja System, Ninja Auto Post, Ninja Group, Ninja Tiktok, Ninja Telegram Hơn 1000000 khách hàng đã tin tưởng, lựa chọn sử dụng sản phẩm của chúng tôi, Phần mềm Ninja là đối tác tin cậy của nhiều đơn vị uy tín hàng đầu về công nghệ, Marketing như Novaon Group, Datviet Software, Vietmoz, Seongon,, TẦM NHÌN, Ninja quyết tâm trở thành TOP 5 đơn vị công nghệ hàng đầu Việt Nam trong năm 2025, SỨ MỆNH, Đối với thị trường, Ninja tạo ra hệ thống giải pháp công nghệ hỗ trợ cho cá nhân, doanh nghiệp, dễ dàng tiếp cận khách hàng mục tiêu trên môi trường Internet nhằm đạt hiệu quả kinh doanh cao nhất, Đối với khách hàng và đối tác, Chúng tôi luôn cam kết tôn trọng và đồng hành cùng khách hàng để đạt được những mục tiêu trong kinh doanh, Đối với nhân viên, Xây dựng môi trường làm việc chuyên nghiệp, năng động, sáng tạo và nhân văn tạo điều kiện thu nhập cao giúp đội ngũ cộng sự phát triển toàn diện, Đối với xã hội, Từng bước hiện đại hóa công tác quản lý kinh doanh của các cá nhân, doanh nghiệp trong xu hướng nền công nghiệp 40, GIÁ TRỊ CỐT LÕI, Với Ninja con người phù hợp là quan trọng nhất Do đó Ninja chú trọng vào 6 đức tính của mỗi cá nhân và là tôn chỉ của Ninja,  CHÍNH TRỰC Chính trực với lời nói và hành động Trung thực với chính mình và mọi người,  BIẾT ƠN Phải có lòng biết ơn Biết ơn là cuội nguồn của sức mạnh, là truyền thống uống nước nhớ nguồn của người Việt Nam,  NIỀM TIN Tin tưởng bản thân, đồng nghiệp Tin vào con đường mình đã chọn, tin vào công ty, tin vào sản phẩm Niềm tin phải luôn được xây dựng, bồi đắp bằng những hành động thường ngày,  TÍCH CỰC Suy nghĩ tích cực, luôn có suy nghĩ tích cực trong mọi vấn vấn đề Cuộc sống luôn công bằng cho đi và nhận lại,  HỌC TẬP Học và tự học là bắt buộc, liên tục không ngừng Ninja hướng đến sự chuyên nghiệp, phát triển để thành công và thịnh vượng,  TẬN TÂM Tận tâm, tận lực, nhiệt huyết với công việc, trách nhiệm với bản thân và mọi người, , , , , , , , , , , , , , , , , , , , , , ",https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-cong-nghe-ninja/104345.html,"Tầng 4, Tòa nhà Mỹ Sơn, 62 Nguyễn Huy Tưởng, Thanh Xuân Trung, Hà Nội",100-499,098 4254035,congngheninja@gmail.com
1329,CÔNG TY TNHH THƯƠNG MẠI & ĐẦU TƯ LUCIS,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/I9qXJ3E6D452TcTr0KwKmADolpHFr3sd_1668766217____1762eb1e975c0aecb50e321f0401dc9b.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dau-tu-lucis/126570.html,"Trung Văn, Nam Từ Liêm, Hà Nội",10-24,098 1510038,dautulucis@gmail.com
1330,Công ty CP Thời trang Bimart,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-cp-thoi-trang-bimart-616948552bb0f.jpg," San xuât, thương mai thơi trang công sơ nam,  Hơn 80 cưa hang trên toan quôc,  Nhân viên 400,  Môi trương tre trung, năng đông, gân gui, ",https://www.topcv.vn/cong-ty/cong-ty-cp-thoi-trang-bimart/8914.html,"tầng 5, tòa nhà sky line , Nguyễn Khuyến, khu đô thị Văn Quán, Hà Đông, Hà Nội",100-499,098 8341103,thoitrangbimart@gmail.com
1331,Bridge Consulting Limited Liability Company,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/bridge-consulting-group-vietnam-63635f2677e1b.jpg,"Bridge Consulting Group cung cấp dịch vụ tư vấn dành cho những công ty nước ngoài có nhu cầu đầu tư vào thị trường Việt Nam cũng như những công ty Việt Nam muốn vươn tầm ra thế giới Với đội ngũ ltư vấn có chuyên môn đa dạng, chúng tôi đảm bảo cung cấp dịch vụ tốt nhất, đồng hành cùng khách hàng trong mọi giai đoạn",https://www.topcv.vn/cong-ty/bridge-consulting-limited-liability-company/122233.html,"56 Nguyễn Đình Chiểu, P Đa Kao, Q1, Tp HCM",25-99,098 6309896,limitedliabilitycompany@gmail.com
1332,TNHH MID Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/Jp3buAcYJeUPqJj4xzAHVNh27Grp0Ts4_1657180928____0421268700d90365cd18175fe35b3556.png,"MID Việt Nam là một đội ngũ trẻ, nhiệt huyết, trách nhiệm và có kinh nghiệm trong lĩnh vực công nghệ Chúng tôi xây dựng ước mơ bằng suy nghĩ, thắp hy vọng bằng hành động, phấn đấu cùng nhau để tạo ra tạo ra các sản phẩm phục vụ tập trung trong ngành vận tải với mục đích Ứng dụng công nghệ để cải thiện chất lượng dịch vụ, gia tăng lợi thế canh tranh và đem lại hiệu quả kinh doanh cao hơn, Bằng kinh nghiệm hơn 4 năm làm việc và nghiên cứu trong lĩnh vực công nghệ, chúng tôi đã có cơ hội cộng tác, học hỏi cùng nhiều đối tác lớn trong và ngoài nước Mục tiêu của chúng tôi là phấn đấu để trở thành doanh nghiệp hàng đầu trong lĩnh vực nghiên cứu và phát triển các giải pháp công nghệ cho ngành vận tải, Đáp ứng nhiều hơn nữa yêu cầu và sự mong đợi của Khách hàng chính là điều quan trọng đối với thành công của chúng tôi Chúng tôi luôn nâng cao trải nghiệm và cải thiện mức độ hài lòng của khách hàng đối với sản phẩm của MID Việt Nam, Chúng tôi luôn ghi nhớ rằng lý do duy nhất cho sự tồn tại của chúng tôi chính là đáp ứng nhu cầu của Khách hàng",https://www.topcv.vn/cong-ty/tnhh-mid-viet-nam/109498.html,"Số 45, Đường số 5, KDC Thăng Long Home, Phường Tam Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",25-99,098 5299588,midvietnam@gmail.com
1333,Công ty CP Bánh ngọt Thu Hương,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/LqYKUYeUEJFQnZtx2OLq7TLXHioNPkau_1657158681____09cb4672e16094197213f83e3393d9c2.jpg,"Trải qua hơn 19 năm xây dựng và phát triển, Thu Hương Bakery tự hào là một trong những chuỗi cửa hàng bánh hàng đầu tại Việt Nam Sự thành công của Thu Hương Bakery hôm nay là nhờ sự nỗ lực, sáng tạo không ngừng của hàng trăm nhân viên và thợ sản xuất toàn hệ thống Thu Hương Bakery luôn coi trọng công tác phát triển nguồn nhân lực để có thể giữ vững vị trí hàng đầu và không phụ niềm tin yêu của khách hàng",https://www.topcv.vn/cong-ty/cong-ty-cp-banh-ngot-thu-huong/20745.html,"32A ngõ chợ Nguyễn Công Trứ, Phường Phố Huế, Quận Hai Bà Trưng, Thành phố Hà Nội",25-99,098 5853521,ngotthuhuong@gmail.com
1334,CTY TNHH TIN HỌC TÍN VIỆT,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cty-tnhh-tin-hoc-tin-viet-624bf9eccd346.jpg,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cty-tnhh-tin-hoc-tin-viet/96272.html,"472 lê văn việt, tăng nhơn phú, q9 hcm",10-24,098 6936513,hoctinviet@gmail.com
1335,CÔNG TY CỔ PHẦN TIẾP VẬN QUỐC TẾ RỒNG XANH,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/168Ec46ZwbxwJzBCn56rfJlJ817pHLzY_1637902541____1e9b65f513d71ad8da1b1ef747a401d2.jfif,"Năm 2000, dưới tên công ty là Việt Nam Logistics đội ngũ nhân viên của tôi chỉ vỏn vẹn năm người Tất cả đều trẻ và không có nhiều kinh nghiệm trong lĩnh vực logistics, nhưng với sự năng động, lòng đam mê và ý chí phấn đấu không ngừng đã là cầu nối để chúng tôi tiếp tục bước tiếp trên con đường sự nghiệp mà mình đã lựa chọn, Năm 2010 lĩnh vực logistics ở Việt Nam đã ngày càng trở nên cạnh tranh và đòi hỏi các công ty hoạt động trên lĩnh vực này không những đáp ứng về mặt nghiệp vụ, con người có chuyên môn cao mà còn phải đảm bảo về mặt tài chính, hệ thống quản lý đạt tiêu chuẩn quốc tế Chính vì vậy, Việt Nam Logistics đã được tái cơ cấu dưới tên mới là Công ty Cổ phần Tiếp Vận Quốc tế Rồng Xanh Công ty Cổ phần Tiếp Vận Quốc tế Rồng Xanh được chính thức thành lập vào ngày 09112010 và với sự đổi mới này, công ty chúng tôi như được chắp thêm đôi cánh để công ty vững tin phát triển nhanh chóng và hiệu quả hơn, Hình ảnh con rồng màu xanh được công ty lựa chọn làm tầm nhìn thương hiệu thể hiện sự khát khao của lớp trẻ Việt Nam đang hòa mình vào sự phát triển chung của toàn cầu với niềm hy vọng vươn đến sự thành công",https://www.topcv.vn/cong-ty/cong-ty-co-phan-tiep-van-quoc-te-rong-xanh/82468.html,"222/8B Bùi Đình Túy, phường 12, quận Bình Thạnh, TPHCM",25-99,098 6033865,terongxanh@gmail.com
1336,KPMG Vietnam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/XzxGq1byMNtkzWuX1RVjimca5WvZnJ6k_1636950603____354c499eda6fe7136c2dae56c098024b.png,"KPMG is a global network of independent member firms offering Audit, Tax, Legal, Advisory and Consulting services The firms work closely with clients, helping them to mitigate risks and grasp opportunities, In Vietnam  Cambodia, KPMG is one of the largest professional firms with offices in Ho Chi Minh city, Hanoi, Danang and PhnomPenh Established since 1994, we have more than 25 years of experience with more than 1,700 professionals and 58 partners, We lead with a commitment to quality and consistency across our global network, bringing a passion for client success and a purpose to serve and improve the communities in which member firms operate In a world where rapid change and unprecedented disruption are the new normal, we Inspire Confidence and Empower Change in all we do",https://www.topcv.vn/cong-ty/kpmg-vietnam/81059.html,"10th Fl, 115 Nguyen Hue, Ho Chi Minh, Vietnam",1000+,098 5887703,kpmgvietnam@gmail.com
1337,Công ty CP & DV Giao hàng nhanh,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-cp-dv-giao-hang-nhanh-5c3ea204e216d_rs.jpg,"GHN la công ty giao nhận đầu tiên tại Việt Nam được thành lập với sứ mệnh phục vụ nhu cầu vận chuyển thuộc tập đoàn Scommerce chuyên nghiệp của các đối tác Thương mại điện tử trên toàn quốc Vơi,  Top 3 về mảng Logistics tại Việt Nam với quy mô nhân sự hơn 10000 người,  500 Bưu cục điểm giao dịch và có mặt ở 6363 tỉnh thành ở 700700 các quậnhuyện tại Việt Nam,  10 Kho Sorting, 2 kho Auto sorting năng suất tối đa cao nhất Việt Nam,  Full service về vận chuyển đường bộ, đường air, nội địa và xuyên quốc gia,  Đã nhận đầu tư gần nhất Temasek  100 triệu đô ",https://www.topcv.vn/cong-ty/cong-ty-cp-dv-giao-hang-nhanh/1369.html,"Căn Hộ Rivera Park Sài Gòn, Quận 10, Hồ Chí Minh, Việt Nam",10000+,098 2929620,giaohangnhanh@gmail.com
1338,Công ty TNHH Hans World Logistics Việt Nam - Chi Nhánh Hà Nội,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/OrVwE2b5PwaWXOML1Uzx0ukDvTgXtq6F_1644469385____6c0927d2a65de8a187ed2b8ba7c8afbe.gif,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hans-world-logistics-viet-nam-chi-nhanh-ha-noi/87648.html,"Tầng 16, tòa nhà Tasco, Lô HH2-2, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, TP Hà Nội, Việt Nam",25-99,098 1576679,nhanhhanoi@gmail.com
1339,Thanh Trang Mobile,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/xMSvHNOY22WaTk95hsLHOQh0BXkpgQQw_1675394365____e1c975aaf4e35ae5d6a19c682b9b22d3.jpg,"Thanh Trang Mobile tự hào là một trong những trung tâm sửa chữa điện thoại máy tính uy tín tại TPHCMĐược thành lập từ năm 2017, với đội ngũ kĩ thuật đam mê trong lĩnh vực kỹ thuật điện tử máy móc Với xuất phát điểm là một chi nhánh nhỏ tại 140 Nguyễn Xuân Khoát, Tân Phú Cho đến nay Thanh Trang Mobile  CTY Thương Mại Dịch Vụ Thanh Trang  đã phát triển và vận hành hơn 4 chi nhánh tại TPHCM tự hào trở thành một trong những trung tâm về sửa chữa điện thoại  laptop chuyên nghiệp được nhiều người dùng tin tưởng",https://www.topcv.vn/cong-ty/thanh-trang-mobile/131955.html,"107/56 Đường 11, Phường 11, Nguyễn Văn Khối, Gò Vấp. TP.HCM",25-99,098 1064228,thanhtrangmobile@gmail.com
1340,CÔNG TY CỔ PHẦN MED 247,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-med-247-63a26a915b338.jpg,Công ty không cung cấp,https://www.topcv.vn/cong-ty/cong-ty-co-phan-med-247/129306.html,"Số 1 Lương Yên, Hai Bà Trưng, Hà Nội",100-499,098 3273041,phanmed247@gmail.com
1341,Công Ty Cổ Phần TMDV 30Shine,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-tmdv-30shine-5ce7b97bb28c0.jpg,"Công ty Cổ Phần Thương Mại Dịch Vụ 30Shine, Ra đời từ tháng 52015, 30Shine là chuỗi hệ thống hair salon đẳng cấp nhất Việt Nam Ở thời điểm hiện tại đã có gần 70 cơ sở trên 14 thành phố lớn và đang tiếp tục mở rộng thêm rất nhanh ra toàn quốc và vươn ra nước ngoài Với những sản phẩm, dịch vụ chăm sóc tóc, da mặt chuyên nghiệp  gói gọn trong quy trình khoa học 30 phút với giá thành vô cùng hợp lý, , Không chỉ là cắt tóc tạo kiểu, đến với 30Shine sẽ là trải nghiệm chưa từng có tại bất kỳ đâu Chỉ với 80k, người dùng đã có thể sở hữu mái tóc của những ngôi sao hàng đầu David Beckham, Cristiano Ronaldo đồng thời được gội, massage đầu bấm huyệt, chăm sóc da mặt bằng công nghệ cao, được các stylist hàng đầu tư vấn và tạo kiểu tóc phù hợp nhất 30Shine là nơi duy nhất tại Việt Nam cho bạn trải nghiệm thư giãn giải toả stress khi bước vào và đẹp trai toả sáng khi bước ra, Slogan Thư giãn 30phút và bạn sẽ toả sáng có ý nghĩa cho cả nội bộ và khách hàng Khách hàng thấy được lời hứa của thương hiệu, nội bộ nỗ lực mỗi ngày thực hiện lời hứa ấy, cũng chính là sứ mệnh 30Shine  Logo và Slogan 30Shine đã được Cục Sở Hữu Trí Tuệ cấp bẳng bảo hộ độc quyền vào thánng 72017",https://www.topcv.vn/cong-ty/cong-ty-co-phan-tmdv-30shine/21615.html,"số 10 Trần Phú, Mỗ Lao, Hà Đông, Hà Nội và 758 Âu Cơ, Phường 14, Quận Tân Bình, Tp. Hồ Chí Minh",1000+,098 9426465,phantmdv30shine@gmail.com
1342,Công ty cổ phần công nghệ và phần mềm Genify,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/Fa52jxOGzWS0SNLo8ZfdvsZz26lkbkqm_1645581670____70d005bc5df01186883e0eff95afc41b.png,Công ty không cung cấp,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-phan-mem-genify/40340.html,"tòa nhà Eco Dream, 300 Nguyễn Xiển, Thanh Xuân",25-99,098 7323223,phanmemgenify@gmail.com
1343,Thương hiệu cafe Hạt A,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,"Hạt A đã và đang nỗ lực mỗi ngày để trở thành nhà cung cấp hàng đầu về cà phê cùng các sản phẩm nông sản đặc sản của các vùng miền trên lãnh thổ Việt NamSản xuất và phân phối Cà phê hạt, bột, cà phê hòa tanPhân phối các sản phẩm về nông sản đặc sản trên vùng miền của Việt Nam như Hạt Điều, Hạt Macca, Hạt Sen, hoa quả sấy dẻo, sấy khôMỗi sản phẩm của Hạt A là một hình ảnh đại diện cho những nông sản đặc trưng đến từ khắp các vùng miền khác nhau trên dải đất hình chữ S yêu thương",https://www.topcv.vn/cong-ty/thuong-hieu-cafe-hat-a/102187.html,"Số 56-58 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội",100-499,098 1852426,cafehata@gmail.com
1344,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIÁO DỤC SAO KHUÊ QUỐC TẾ,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/MxwX1tpO7trDLAbcVVFv7U4kaliNeYP8_1684479290____4c447ea575f9186b5741f555b733adc8.png,"Công ty Cổ phần Tư vấn và Phát triển Sao Khuê là đơn vị hàng đầu cung cấp các giải pháp ngôn ngữ uy tín và chất lượng nhất tại Việt Nam cũng như khu vực Đông Nam Á Với trên 25 năm kinh nghiệm biênphiên dịch trong nhiều lĩnh vực, đội ngũ lãnh đạo của chúng tôi đã tạo dựng được danh tiếng trong ngành dịch thuật tại Việt Nam, Khi trở thành thành viên của Sao Khuê bạn sẽ có cơ hội làm việc với các tổ chức và doanh nghiệp lớn như Các Cơ quan Liên hiệp Quốc, các Đại sứ quán các Tập đoàn lớn như Vingroup, TT, Vietnam Airlines,Bên cạnh đó, bạn còn có cơ hội hợp tác với 3000 thông dịch viên trên toàn cầu và được tham gia vào các khóa đào tạo hơn 1000 chuyên gia cho ngành Ngôn ngữ Việt Nam với 298 khóa học, 5141 bài giảng và hơn 100 hội thảo, Sao Khuê không chỉ là một công ty Sao Khuê còn là một gia đình, mỗi một thành viên là một mảnh ghép, là khối tài sản lớn nhất kiến tạo nên một môi trường chuyên nghiệp, đóng góp quan trọng trong sự hình thành và phát triển của Sao Khuê Triết lý của chúng tôi dựa trên các hoạt động kinh doanh có hiệu suất cao, tính liêm chính cũng như sự cân bằng tích cực trong công việc và cuộc sống, Chúng tôi có một nơi làm việc đầy cảm hứng, tạo ra cho tất cả các thành viên của Sao Khuê một môi trường tràn đầy năng lượng và độc đáo Trong ngôi nhà chung Sao Khuê, tất cả thành viên đều chia sẻ ý tưởng, thỏa sức sáng tạo, được tạo mọi điều kiện để biến ý tưởng được thực thi, các thành viên của Sao Khuê luôn được thôi thúc, đầy nội lực, mang trong mình đam mê sáng tạo với ngôn ngữ, với việc chinh phục và vươn mình ra biển lớn Tất cả sự gắn kết, sẻ chia, sức trẻ và sự sáng tạo đã tạo ra ngôi nhà chung Sao Khuê với một tập thể vững mạnh, Chúng tôi luôn luôn tìm kiếm, chào đón các ứng viên có năng lực, đam mê và nhiệt huyết để cùng chung vai tiến bước đồng hành cùng sự phát triển của công ty, Tìm hiểu thông tin về chúng tôi tại Website, httpsaokhueconsultcomvn, httpsdichthuatsaokhuevn, httpskginternationalcom, httpsaokhueeduvn",https://www.topcv.vn/cong-ty/cong-ty-trach-nhiem-huu-han-giao-duc-sao-khue-quoc-te/118960.html,"22 Hồ Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",25-99,098 7003350,khuequocte@gmail.com
